Name,Professor_ID,Difficulty,Clarity,Grade
Jordan Anderson, 34, 1, 2, 4
Catherine Waters, 46, 4, 4, 2
Ashley Sherman, 33, 4, 3, 5
Kayla Bowers, 17, 1, 2, 3
Cody Roy, 33, 3, 1, 4
Crystal Perkins, 24, 3, 4, 3
Lisa Wong, 40, 1, 4, 1
Robert Robinson, 28, 1, 3, 2
Jose Keith, 44, 1, 5, 1
William Mcguire, 23, 1, 5, 1
Cindy Strickland, 20, 3, 1, 1
Darrell Jackson, 17, 1, 4, 5
Susan Hernandez, 36, 1, 5, 4
Holly Patterson, 14, 4, 5, 2
Heidi Green, 27, 5, 1, 1
Christian Carter, 3, 4, 1, 3
Rebecca Baird, 31, 5, 1, 5
Kayla Jackson, 46, 3, 3, 5
Bryan Horne, 20, 2, 3, 3
Amber Torres, 23, 2, 3, 5
Susan Anderson, 18, 3, 3, 2
Alexis Martin, 36, 5, 2, 3
Edgar Cabrera, 7, 2, 4, 3
Daniel Davis, 30, 4, 5, 3
Kevin Lawson, 17, 5, 2, 5
James Rogers, 8, 4, 2, 5
Carolyn Hill, 27, 3, 4, 3
Jessica Walker, 29, 3, 3, 1
Erik Clarke, 33, 2, 5, 5
Robert Chen, 5, 4, 1, 5
Ryan Diaz, 28, 4, 2, 2
Rachel Reese, 42, 5, 4, 2
Sheena Mcconnell, 29, 4, 1, 1
Derrick Ward, 3, 2, 5, 3
Dennis Peters, 20, 4, 3, 1
Sarah Riley, 45, 4, 2, 2
Paul Martin, 31, 3, 3, 2
Stephen Cline, 5, 3, 5, 5
Patrick Spence, 17, 2, 3, 4
Michael Patel, 29, 3, 3, 2
Dr. Kimberly Gibson, 2, 5, 2, 4
Jose Vasquez, 46, 1, 4, 3
Sara Anderson, 7, 3, 1, 1
Scott Robinson, 15, 1, 5, 2
Erik Hayes DDS, 11, 3, 1, 5
Kim Wheeler, 23, 5, 2, 1
Michelle Moore, 12, 2, 4, 4
Alicia Bernard, 35, 2, 3, 5
Martin Smith, 45, 4, 3, 2
Susan Stanton, 7, 1, 3, 5
Christy Jordan, 23, 1, 5, 3
Bethany Villa, 28, 5, 1, 2
Barbara Wood, 42, 5, 3, 1
Jessica Bridges, 4, 2, 3, 5
Kendra Thompson, 21, 2, 5, 5
Carla Russell, 3, 4, 3, 5
Jason Davila, 10, 4, 2, 2
Kathryn Beasley, 13, 1, 1, 3
Catherine Green, 10, 4, 3, 4
Zachary Baker, 23, 4, 4, 2
Susan Miller, 41, 4, 3, 5
Lisa Vincent, 10, 5, 4, 2
Eric Griffin, 38, 4, 4, 2
Tricia Estrada, 12, 5, 2, 4
Jimmy Davis, 41, 5, 1, 2
Madison Bates, 50, 2, 3, 2
Tony Obrien, 1, 2, 2, 3
Susan Schmidt, 35, 1, 3, 1
Michael Noble, 33, 5, 1, 2
John Trevino, 10, 5, 2, 5
Arthur Cooley, 49, 1, 1, 5
Abigail Jones, 11, 2, 3, 5
Karen Parsons, 36, 4, 5, 5
Kimberly Washington, 29, 1, 2, 5
Holly Davis, 44, 4, 5, 4
Michele Day, 33, 2, 5, 2
Sharon Finley, 48, 5, 1, 1
Cody Gill, 16, 5, 5, 1
Rachel Moore, 4, 5, 3, 4
Mark Sherman, 13, 1, 4, 4
Mrs. Jennifer Hamilton DVM, 5, 3, 1, 2
Courtney Marshall, 13, 2, 2, 4
Casey Lewis Jr., 49, 5, 5, 3
James Parker, 31, 3, 1, 4
Robert Robbins, 40, 2, 3, 4
Matthew Hall, 41, 4, 5, 4
Kathryn Anderson, 13, 5, 5, 5
Zachary Zavala, 31, 3, 5, 1
Russell Wilson, 2, 3, 1, 2
Erica Estrada, 48, 5, 1, 2
Elizabeth Clark, 30, 5, 4, 1
Justin West, 42, 1, 3, 5
Rodney Ellison, 16, 2, 3, 2
Kelly Gentry, 6, 5, 5, 3
Ralph Kelley, 30, 1, 1, 5
Rebecca Thomas, 5, 3, 3, 1
John Walker, 49, 1, 3, 2
Nicole Glass, 28, 3, 2, 3
Kyle Smith, 3, 5, 5, 2
John Jenkins, 21, 3, 1, 4
Michael Bates, 33, 3, 5, 2
Kathryn Morris, 44, 2, 3, 3
Mark Brown, 33, 3, 1, 1
Laura Davis, 8, 4, 1, 1
Jessica Day, 4, 4, 1, 4
Madeline Smith, 30, 3, 5, 5
Isaac Brown, 40, 3, 5, 2
Tyler Smith, 10, 5, 1, 3
Barbara Livingston, 27, 2, 5, 4
Lisa Floyd, 6, 1, 5, 1
Ruben Jacobs, 8, 3, 2, 4
Timothy Hensley, 5, 3, 5, 5
Angela Russell, 1, 4, 2, 4
Ellen Cook, 46, 2, 2, 3
Gary Chen, 16, 5, 5, 2
Kelly Miller, 9, 3, 1, 2
Todd Maddox, 34, 5, 5, 1
James Key, 41, 1, 1, 1
Jack Becker, 21, 3, 1, 5
Kevin Simon, 36, 4, 3, 2
Heather Hartman, 28, 4, 3, 5
Phillip Jones, 49, 3, 2, 5
Dr. Robert Serrano, 22, 4, 4, 4
Kristopher Richardson, 17, 1, 3, 4
James Smith, 10, 5, 3, 5
Teresa Carter, 15, 3, 5, 3
Grant Elliott, 8, 2, 5, 2
Janice Duke, 42, 2, 1, 4
Daniel Barker, 20, 2, 3, 1
Anita Reyes, 48, 1, 2, 3
William Taylor, 44, 4, 2, 3
John Solis, 13, 1, 2, 2
Bradley Wilson, 22, 1, 3, 2
Brittney Murphy, 2, 2, 1, 4
Elizabeth Smith, 25, 3, 4, 2
Joshua Lopez, 15, 4, 3, 3
Nathaniel Rodriguez, 23, 1, 2, 5
Caitlin Caldwell, 45, 1, 5, 5
Eric Nguyen, 42, 4, 4, 3
Chase Floyd, 49, 2, 1, 3
Terrence Kemp, 31, 3, 1, 3
John Smith, 50, 4, 2, 5
Margaret Hess, 6, 1, 2, 5
William Larsen, 35, 5, 4, 4
Mark Garner, 20, 1, 5, 2
Melinda Cook, 22, 5, 4, 1
Marissa Hernandez, 36, 5, 5, 3
Debra Zuniga, 21, 2, 1, 2
Lisa Garza, 3, 3, 2, 5
Robin Jimenez, 7, 2, 2, 1
David Nelson, 46, 4, 4, 4
Brandy Smith, 37, 5, 1, 3
Noah Reed, 12, 5, 5, 2
Tyler Cruz, 36, 2, 1, 1
Leroy Evans, 22, 3, 3, 5
Laura Avery, 21, 4, 5, 1
Dr. Stephanie Estrada, 1, 5, 4, 1
Tammie Valentine, 45, 5, 3, 2
Peter Nash, 29, 5, 4, 1
Kimberly Romero, 30, 2, 5, 2
Gina Davidson, 7, 2, 4, 1
Ronald Holmes, 5, 4, 4, 2
Marc Gutierrez, 14, 5, 4, 5
Adam King PhD, 9, 2, 5, 2
David Brown, 27, 1, 3, 1
Steven Garcia, 6, 1, 4, 1
Michael Compton, 27, 2, 2, 4
Christina Cook, 27, 3, 3, 3
Christopher Trevino, 46, 1, 4, 4
Daniel Steele, 30, 1, 4, 5
Cynthia Shaw, 36, 5, 2, 1
Mallory Martinez, 48, 1, 2, 5
John Cohen, 47, 3, 3, 3
John Velasquez PhD, 38, 2, 2, 4
Melanie Schneider, 26, 5, 5, 3
Michelle Lutz, 15, 1, 4, 3
Brandon Juarez, 22, 5, 5, 3
John Carney, 34, 1, 3, 1
Anita Anderson, 34, 3, 2, 3
Michael Bates, 38, 5, 1, 2
Jeanette Frederick, 45, 2, 1, 4
Julie Porter, 17, 3, 3, 4
Tiffany Frank, 45, 1, 2, 4
Taylor Chambers, 22, 3, 2, 1
Todd Lewis, 35, 5, 5, 1
Michael Malone, 50, 5, 5, 1
David Williams, 32, 5, 3, 5
Matthew Bryant, 37, 1, 5, 4
Stephanie Walsh, 35, 4, 2, 2
Gary Moore, 40, 3, 2, 4
Ricardo Jefferson, 12, 3, 5, 3
Rebecca Brown, 10, 4, 2, 3
Ruth Adams, 46, 3, 2, 2
Carmen Hall, 29, 4, 4, 4
Charles Stafford, 38, 5, 5, 3
Christopher Clark, 24, 5, 1, 2
Erin Martinez, 36, 1, 4, 2
Tiffany Brown, 13, 3, 4, 4
Todd Garrett, 9, 5, 3, 3
Michelle Hernandez, 17, 3, 3, 1
Melissa Jackson, 7, 3, 4, 1
Mariah Robertson, 28, 4, 5, 5
Benjamin Mcclure, 21, 5, 2, 3
James Peck, 31, 3, 4, 5
Jennifer Lopez, 33, 1, 1, 2
Tyler Hamilton, 14, 5, 3, 2
Gregory Scott, 12, 3, 1, 5
Angela Long, 28, 4, 3, 5
Thomas Allen, 40, 1, 1, 5
Richard Thompson, 46, 2, 5, 3
Robert Burns, 46, 3, 2, 4
Samuel Cuevas, 15, 1, 3, 1
Brian Martinez, 17, 5, 3, 1
Holly Castro, 32, 5, 3, 1
Karen Porter, 20, 4, 3, 4
Gregory Riley, 37, 2, 5, 4
Shelley Rogers, 11, 2, 5, 2
Alicia Price, 28, 4, 2, 5
James Lang, 1, 3, 5, 5
Tracy Cooke, 12, 1, 1, 5
Madison Jones, 35, 2, 3, 1
Aaron Paul, 10, 1, 5, 3
Amber Medina, 21, 1, 4, 2
Lindsay Johnson, 50, 3, 3, 2
Michael Schwartz, 22, 5, 4, 4
Danielle Stewart, 24, 2, 4, 2
Dr. Drew Flores DDS, 39, 4, 1, 2
Thomas Caldwell, 27, 4, 1, 3
Jessica Morgan, 43, 1, 4, 2
Jesus Hahn, 22, 1, 1, 3
James Solomon, 43, 1, 4, 3
Daisy Taylor, 20, 3, 3, 2
April Aguilar, 5, 3, 4, 4
David Pineda, 33, 1, 4, 3
Stephanie Francis, 37, 2, 1, 5
Albert Stephens, 42, 2, 3, 5
Alan Gillespie, 8, 3, 3, 2
Victoria Harmon, 28, 4, 1, 3
Jack Mcdonald, 12, 5, 3, 4
Sarah James, 41, 5, 5, 4
Adrienne Hardy, 4, 3, 1, 5
Russell Sawyer, 1, 2, 4, 4
Gabriel Murphy, 6, 4, 2, 1
Dylan Duffy, 22, 1, 4, 4
Monique Davis, 41, 5, 4, 4
Kristin Massey, 8, 2, 4, 4
Laura Wilson, 29, 4, 4, 4
Daniel Newton, 47, 2, 5, 3
Curtis Singh, 45, 3, 1, 4
Kelsey Smith, 30, 3, 2, 1
Anthony Kelly, 27, 2, 4, 1
Rebecca Williams, 39, 1, 4, 3
Larry Lee, 23, 3, 4, 2
Kenneth Erickson, 15, 3, 3, 1
Kristen Smith, 21, 5, 4, 3
Joshua Weaver, 13, 4, 3, 3
Heather Mack, 48, 3, 2, 2
Daisy White, 47, 3, 4, 5
Amanda Park, 29, 4, 5, 2
Crystal Archer, 50, 4, 2, 5
Stacy Reed, 50, 3, 3, 2
Sabrina Mcpherson, 36, 5, 2, 3
Lauren Young, 5, 1, 3, 2
Robin Cox, 47, 1, 3, 3
Jeremy Payne, 38, 5, 4, 5
Kristine Small, 15, 5, 3, 5
Kelly Murphy, 16, 2, 2, 3
Nathan Cortez, 22, 5, 5, 4
Lee Jones, 16, 5, 2, 2
Breanna Callahan, 9, 4, 1, 2
Travis Lang, 28, 1, 4, 4
Kevin Gutierrez, 40, 2, 1, 2
Yvonne Ramirez, 2, 3, 1, 3
Angela Jennings, 17, 1, 4, 2
Kristi Lopez, 4, 2, 2, 5
Brian Johnson, 5, 5, 4, 5
Stephanie Robertson, 13, 3, 1, 2
Alexis Peterson, 27, 2, 4, 5
Kenneth Allison, 6, 1, 2, 5
Robert Sawyer, 43, 4, 4, 5
Christopher Smith, 17, 5, 5, 3
Terri Rodriguez, 48, 5, 3, 3
Joel Fuller, 13, 4, 3, 4
Kara Wright, 12, 4, 5, 4
Joshua Peterson, 17, 5, 1, 3
Cody Poole, 15, 1, 3, 4
Wanda Saunders, 2, 4, 2, 5
Teresa Patterson, 38, 2, 1, 2
Benjamin Newton, 43, 5, 3, 1
Amanda Tanner, 2, 5, 2, 2
Robert Jackson, 43, 2, 3, 4
Megan Hull, 24, 3, 2, 2
Jacqueline Elliott, 1, 5, 5, 4
John Carter, 15, 3, 4, 4
Chelsea Stewart, 17, 5, 4, 1
Andrea Sanchez, 1, 4, 1, 5
David Padilla, 46, 4, 3, 4
Amanda Contreras, 32, 3, 1, 3
Henry Mcgee, 12, 3, 1, 1
Elizabeth Clarke, 4, 3, 1, 1
Duane Russell, 29, 5, 2, 1
Emily Schaefer, 13, 3, 3, 5
Jeffrey Orozco, 7, 5, 1, 2
Tracy Anderson, 7, 5, 1, 2
Andrea Liu, 13, 1, 5, 4
Laura Davis, 27, 1, 4, 5
Eric Martinez, 43, 1, 2, 1
Jacqueline Summers, 4, 4, 1, 5
Patrick Bradley DDS, 17, 5, 1, 4
Christopher Burns, 11, 3, 3, 4
Shane Gray, 6, 3, 4, 3
Tim Armstrong, 3, 3, 5, 4
Michael Garcia, 32, 4, 1, 5
Alan Flynn, 50, 2, 4, 2
Anthony Landry, 29, 2, 3, 2
Brian Mitchell, 6, 2, 4, 4
Scott Aguilar, 30, 5, 4, 2
Roy Taylor, 46, 5, 3, 5
Kevin Wade, 27, 4, 4, 1
James Villanueva, 13, 2, 2, 5
Todd Johnson, 40, 2, 1, 1
Mary Kelly, 30, 4, 5, 4
Linda Anderson, 36, 1, 5, 3
Cathy Anderson, 26, 1, 5, 4
Melissa Blevins, 25, 1, 1, 5
Aaron Middleton, 8, 5, 5, 5
Daniel Castaneda, 37, 5, 5, 2
David Diaz, 23, 2, 1, 4
Alicia Clark, 40, 3, 2, 1
Lucas Olsen, 2, 5, 3, 1
Crystal Ward, 10, 2, 1, 3
James Cardenas DDS, 18, 2, 1, 3
Diana Bonilla, 33, 3, 5, 2
Samantha Allen, 23, 4, 1, 2
Derek White, 44, 5, 5, 1
Jackie Andrews, 13, 2, 3, 3
Matthew Leach, 22, 1, 3, 5
Charles Quinn, 2, 3, 5, 4
Ryan Todd, 28, 1, 2, 5
Scott Stevens, 3, 3, 2, 1
Amanda Chen, 35, 2, 5, 3
Christopher Jones, 22, 2, 2, 4
Amy Walters, 28, 5, 4, 5
Michael Fisher, 15, 5, 4, 2
Belinda Schultz, 31, 2, 1, 4
Michael Hall, 22, 2, 5, 2
Joan Forbes, 47, 1, 1, 3
Taylor Lucas, 30, 3, 3, 2
Tammy Smith, 32, 2, 4, 2
Christopher Smith, 39, 1, 4, 5
Tamara Morrison, 24, 5, 5, 5
Angela Salazar, 17, 3, 2, 1
Savannah Burnett, 8, 3, 5, 3
Nichole Hudson, 20, 3, 4, 2
Daniel Morris, 13, 5, 2, 3
Colleen Miller, 13, 4, 5, 4
Cynthia Tran, 1, 2, 3, 4
Heather Freeman, 25, 1, 2, 5
Brett Miller, 41, 5, 3, 1
Michael Mayer, 24, 5, 5, 3
Amanda Lopez, 32, 4, 4, 2
Kevin Thomas, 23, 2, 5, 2
Sylvia Rivera, 39, 1, 3, 4
Louis Gonzalez, 48, 2, 2, 2
Eric Saunders, 21, 1, 4, 2
Michael Villa, 38, 2, 4, 4
Ryan Cortez, 31, 3, 5, 3
Lisa Powell, 9, 5, 4, 1
Cynthia Roberts, 3, 3, 2, 4
Michelle Harmon, 41, 5, 2, 1
Timothy Eaton, 7, 3, 2, 4
Michael Jacobs, 19, 1, 4, 2
Vickie Cortez, 30, 2, 1, 1
Frank Johnson, 47, 5, 5, 4
Christine Johnson, 8, 4, 1, 2
Corey Evans, 3, 3, 3, 3
Travis Jones, 36, 5, 3, 5
Jason Gilbert, 35, 1, 3, 2
Michelle Hamilton, 22, 3, 1, 5
Preston Ortiz, 9, 2, 4, 4
Nicole White, 8, 4, 3, 1
Douglas Walters, 3, 5, 2, 3
Douglas Lee, 29, 4, 4, 5
Theresa Rosales, 40, 3, 3, 4
Donald Evans, 8, 4, 2, 2
Samuel Rhodes, 34, 5, 5, 4
Erika Mills, 38, 1, 3, 4
Lauren Simon, 6, 2, 4, 5
Bradley Allen, 10, 5, 5, 3
Amy Lawrence, 8, 1, 2, 1
Loretta Perez, 5, 2, 2, 2
Jose Hampton, 50, 1, 2, 5
James Holt, 49, 5, 1, 2
Timothy Edwards, 7, 4, 3, 4
Jean Miranda, 24, 4, 2, 2
Brandon Howard, 46, 3, 4, 4
Amber Gibson, 9, 2, 1, 1
Andrea Moore, 3, 3, 4, 3
Cheryl Diaz, 23, 4, 5, 3
Michael Hutchinson, 40, 2, 5, 4
Andrew Myers, 41, 1, 4, 2
Joseph Johnson, 6, 4, 2, 2
Erin White, 49, 3, 1, 4
Melissa Peterson, 42, 1, 4, 2
Holly Hunt, 14, 3, 2, 2
Anthony Hansen, 34, 4, 2, 1
Debra Wolf, 12, 1, 2, 5
Cody Clark, 7, 3, 5, 1
Andrew Ellis MD, 19, 1, 1, 4
Dakota Todd, 41, 3, 1, 1
Charles Barnes, 47, 2, 1, 3
Michael Caldwell, 20, 5, 1, 2
Destiny Reyes, 37, 4, 5, 3
Jamie Larsen, 21, 5, 3, 4
Cheryl Moody, 4, 4, 1, 3
Jason Hernandez, 22, 3, 5, 2
Timothy Rivera, 50, 1, 2, 5
Richard George, 33, 1, 5, 5
Joseph Hensley, 38, 1, 3, 3
Joseph Gomez, 24, 5, 4, 3
Lindsay Diaz, 1, 4, 1, 3
Christopher Duncan, 19, 5, 5, 4
George Gentry, 27, 4, 3, 2
Laura Friedman, 27, 1, 4, 1
Joseph Larsen, 29, 4, 2, 5
Thomas Lee, 43, 1, 5, 3
Justin Howard, 6, 1, 1, 4
Phillip Smith, 8, 3, 5, 5
Nancy Lewis, 37, 1, 5, 1
Kelly Young, 13, 3, 4, 5
Brian Sparks, 22, 5, 1, 4
Jessica Hoffman, 31, 4, 4, 4
Walter Martin, 27, 4, 4, 2
Brandon Robinson, 6, 5, 2, 4
Dr. John Schultz, 33, 1, 1, 5
Joseph Koch, 47, 1, 4, 4
Kevin Reyes, 7, 3, 1, 2
Ronald Lopez, 30, 4, 3, 5
Cory Harper, 7, 2, 5, 4
Elizabeth Miller, 42, 3, 2, 5
Angel Rodgers, 49, 4, 1, 5
Cynthia Yang, 48, 2, 4, 1
Jimmy Adams, 9, 5, 2, 1
Anthony Smith, 8, 2, 4, 4
Victor Porter, 25, 3, 2, 4
Matthew Graves, 42, 4, 1, 5
Adam Butler, 47, 4, 2, 3
Stuart Moore, 32, 2, 5, 1
Laura Diaz, 10, 1, 3, 2
Lisa Evans, 34, 3, 4, 3
Lisa Robertson, 24, 4, 3, 3
Lauren Mullins, 47, 1, 4, 3
Linda Blevins, 2, 1, 1, 4
Michael Jones, 19, 5, 2, 4
John Young, 24, 5, 3, 4
Nicole Chen, 41, 3, 1, 1
Courtney Mitchell DDS, 39, 5, 1, 4
Mark Wang, 12, 1, 2, 1
Seth Cook, 40, 4, 4, 2
Mary Terrell, 38, 3, 2, 3
Savannah Wagner, 24, 4, 1, 1
Jennifer Faulkner, 20, 2, 2, 3
Kelly Lewis, 22, 1, 5, 3
Charles Boone, 14, 2, 5, 1
Carlos Anderson, 19, 1, 4, 2
Victoria White, 11, 1, 2, 3
Tanya Lang, 37, 4, 3, 2
Austin Spencer, 40, 2, 4, 5
Eric Williamson, 37, 1, 2, 2
Tamara Andrews, 10, 2, 4, 2
Mary Smith, 20, 3, 4, 3
James Long, 16, 2, 4, 1
Max Montoya, 8, 4, 2, 4
Lynn Berger, 11, 2, 3, 4
Casey Nichols, 15, 4, 5, 5
Kyle Brown, 48, 2, 5, 1
Daniel Johnson, 22, 5, 2, 4
Julia Carrillo, 30, 3, 4, 1
Patricia Moreno, 26, 3, 5, 2
Jane Reyes, 43, 1, 2, 5
Mr. David Moore, 49, 4, 3, 1
Ryan Lopez, 23, 5, 1, 4
Joshua Ward, 13, 3, 5, 4
Patrick Leach, 27, 1, 1, 4
Jacob Martinez, 35, 5, 5, 5
Tyler Bradford, 37, 5, 5, 3
Brittany Sandoval, 46, 5, 3, 1
Bryan Haynes, 24, 1, 4, 1
David Foley, 19, 5, 5, 3
James Bates, 13, 5, 3, 1
Jacob Kidd, 5, 5, 1, 5
Emily Ramirez, 26, 4, 5, 4
Craig Pratt, 20, 3, 2, 4
Tyler Campbell, 18, 4, 4, 3
Kaitlyn Jones, 40, 1, 2, 1
Cynthia Frank, 38, 2, 1, 2
Kristina Vazquez, 45, 5, 5, 3
Matthew King IV, 15, 1, 2, 3
Courtney Johnson, 4, 3, 5, 2
Emily Schmidt, 3, 3, 2, 1
Karen Weiss, 12, 3, 3, 4
Justin Stewart, 18, 3, 4, 3
Laurie Johnson DDS, 48, 4, 3, 4
Kimberly Young, 5, 1, 3, 2
Elizabeth Powell, 35, 5, 3, 1
Pamela Hall, 48, 5, 3, 2
Paul Jones, 2, 2, 3, 1
Jessica Perez, 32, 1, 1, 1
Candice Murray, 13, 3, 1, 1
Michelle Jones, 7, 2, 4, 2
Brandon Kelly, 49, 5, 4, 3
Jeremy Vaughan, 25, 5, 1, 4
John Baker, 16, 3, 1, 2
Jeffrey Terry, 37, 3, 4, 1
Steven Jones, 3, 5, 4, 3
Michael Castaneda, 42, 2, 4, 1
Lisa Webb, 46, 2, 3, 5
Shawn Smith, 26, 3, 5, 1
Troy Harris, 47, 4, 4, 5
Rachel Scott, 10, 3, 5, 4
Pamela Schultz, 45, 1, 2, 3
Maurice Kane, 42, 3, 5, 4
Jennifer Curtis, 14, 3, 3, 2
Mr. Jason Hill, 9, 5, 1, 3
Anna Calhoun, 8, 5, 2, 5
Michael Hernandez, 49, 2, 5, 1
Jared Johnson, 9, 4, 3, 4
Carrie Lewis, 2, 2, 5, 2
Christopher Cantrell, 13, 2, 4, 3
Mark Hubbard, 12, 4, 3, 2
Julie Martin, 38, 4, 5, 1
Melissa Johnson, 19, 3, 2, 5
Rodney Coleman, 18, 1, 4, 2
Brad Curry, 29, 2, 3, 4
Randall Jordan, 29, 3, 5, 3
Charles Vaughan, 25, 3, 3, 4
Betty Ortiz, 12, 2, 4, 5
George Patterson, 50, 1, 3, 5
Vanessa Aguirre, 1, 3, 2, 1
Steven Williams, 18, 1, 1, 1
Erika Brown, 28, 2, 3, 2
Jonathan Bishop, 50, 5, 4, 3
Nicole Ramsey, 26, 3, 2, 4
Kylie Fowler, 44, 4, 5, 5
Devin Sherman, 37, 3, 2, 2
Pamela Marshall, 32, 4, 5, 3
John Ochoa, 18, 5, 3, 5
Christine Trevino, 39, 4, 4, 2
Douglas Armstrong, 3, 4, 4, 2
James Smith, 12, 2, 4, 4
Sarah Ryan, 42, 5, 5, 3
Jamie Olson, 20, 5, 1, 1
Emily Roberts, 32, 5, 5, 5
Joseph Rodriguez, 41, 5, 3, 2
Lisa James, 37, 1, 3, 4
Sharon Jones, 38, 5, 2, 2
Kevin Byrd, 24, 2, 3, 3
Dylan Allen, 38, 3, 5, 4
Amy Nolan, 35, 2, 1, 3
Donna Vega, 33, 4, 5, 1
Oscar Mcclure, 28, 5, 2, 3
Kim Long, 11, 1, 3, 5
David Kennedy, 44, 1, 4, 2
Megan Kim, 7, 1, 5, 2
Rachel Stein, 33, 5, 5, 5
Angela Garcia, 4, 5, 3, 4
Raymond Williams, 31, 4, 4, 5
Nicholas Rose, 17, 2, 5, 4
Leslie Fernandez, 35, 1, 2, 2
Carmen Hernandez, 41, 4, 2, 3
James Wilson, 6, 1, 5, 2
Tiffany Andrews, 24, 3, 1, 5
Samuel Moore, 43, 2, 2, 2
Carrie Smith, 22, 2, 3, 2
William Hernandez, 5, 5, 2, 3
Maria Carter, 31, 1, 1, 4
Emily Jimenez, 49, 1, 5, 2
Michael Roberts, 37, 4, 5, 4
Paul Estes, 50, 5, 4, 2
Tami Cantu, 41, 5, 2, 2
Regina Nash, 39, 1, 3, 2
Troy Garza, 49, 1, 4, 3
Gregory Thomas, 12, 4, 1, 3
Taylor Payne, 20, 1, 4, 2
Dana Ashley, 25, 2, 5, 1
Kelly Morgan, 49, 5, 5, 2
Erica Santana, 10, 5, 2, 3
Charles Anderson, 42, 1, 4, 5
Daniel Roberts, 26, 4, 3, 5
David Zamora, 50, 1, 3, 5
Deborah Williams, 46, 2, 1, 4
Richard Solis, 47, 2, 1, 4
Lucas Barker, 18, 1, 2, 5
John Manning, 47, 4, 3, 4
Casey Galloway, 11, 1, 3, 5
Joshua Young, 46, 2, 5, 4
Erika Hayes, 4, 3, 5, 3
Ian Rosales, 40, 1, 3, 4
Allison Johnston, 22, 1, 2, 5
Teresa Garza, 40, 5, 3, 2
Tiffany Johnson, 8, 5, 4, 3
Christopher Mata, 15, 2, 3, 2
Cody Johnston, 17, 3, 1, 2
Karen Cochran, 17, 2, 1, 4
Daniel Johnson, 13, 4, 4, 1
Julie Garcia, 15, 3, 2, 1
Jennifer Turner, 34, 3, 5, 1
Rodney Rodriguez, 50, 5, 1, 5
Jason Ramirez, 13, 3, 3, 5
Kathleen Jennings, 27, 2, 2, 2
Jesus Webb, 2, 4, 2, 1
Barbara Garcia, 2, 1, 2, 1
Steven Nolan, 46, 5, 5, 1
Sharon Shaw, 22, 4, 4, 1
Yvonne Parker, 8, 4, 1, 2
John Holloway, 21, 1, 4, 4
Yvonne Woods, 37, 5, 3, 3
Valerie Harrell, 8, 4, 3, 5
Karen Long, 25, 3, 3, 2
Nicole Weaver, 47, 4, 2, 1
Patrick Delgado, 11, 3, 5, 2
Tina Ramos, 12, 3, 5, 3
Mr. Jordan Myers, 33, 2, 2, 1
Joseph Taylor, 18, 1, 4, 2
Courtney Joyce, 10, 4, 4, 1
Thomas Avila, 37, 4, 5, 2
Michael Woods, 35, 1, 3, 3
Barbara Carpenter, 23, 1, 5, 4
William Hoffman, 30, 1, 3, 4
Shane Smith, 7, 2, 4, 4
Jeff Hamilton, 25, 1, 2, 2
Michael Rollins, 23, 4, 1, 1
Thomas Schultz, 22, 2, 2, 4
Jennifer Smith, 23, 3, 5, 3
Terri Maldonado, 33, 4, 3, 2
Ashley Collins, 5, 3, 5, 3
Bryan Jacobs Jr., 20, 3, 5, 5
Dennis Burton, 34, 4, 4, 3
Philip White, 22, 3, 2, 1
Elizabeth Villanueva, 6, 5, 2, 5
Cynthia Golden, 25, 3, 5, 5
Scott Haley, 15, 1, 5, 3
Jonathan Hansen, 33, 2, 5, 5
Cody Arnold, 7, 4, 3, 3
Jacob Burke, 23, 1, 1, 5
Cynthia Pitts, 25, 4, 2, 1
Melissa Newman, 2, 4, 1, 4
Paul Barnes, 14, 4, 1, 3
Kara Peterson, 41, 3, 1, 1
Jeffrey Robles, 1, 4, 3, 3
Jamie Torres, 6, 4, 3, 1
Bradley Ball, 9, 3, 4, 4
Alexandria Wood, 28, 1, 5, 1
Warren Logan, 12, 2, 2, 3
Mark Howard, 46, 3, 1, 4
Martha Obrien, 39, 4, 4, 5
Ryan Patterson, 32, 5, 2, 2
Krista Park, 41, 5, 2, 4
Matthew Silva, 40, 1, 4, 2
Amy Ramos, 2, 2, 2, 2
Kim Cox, 32, 1, 2, 2
Leslie Hooper, 40, 2, 1, 5
Rebecca Ayala, 20, 1, 4, 1
Sarah Vance, 37, 1, 2, 3
Cheryl Lopez, 1, 1, 4, 1
Paul Williams, 30, 5, 1, 3
Zachary Hernandez, 1, 3, 3, 2
Jacqueline Gonzalez, 27, 5, 2, 1
Billy Clark, 46, 1, 3, 5
Kimberly Gay, 7, 5, 3, 2
Jeremy Zhang, 7, 3, 4, 1
Anthony Krause, 3, 4, 5, 3
David Morgan, 7, 4, 5, 2
Joseph French, 33, 3, 4, 3
Daniel Peterson, 25, 4, 5, 2
Michelle Parker, 35, 5, 3, 1
Sarah Estrada, 11, 4, 5, 2
Susan Garcia, 28, 3, 5, 2
Thomas Torres, 31, 3, 2, 4
Regina Gates, 10, 5, 2, 4
Abigail Griffin, 23, 2, 1, 4
April Ward, 38, 3, 2, 3
Linda Wood, 11, 5, 1, 1
Todd Chapman, 3, 1, 4, 2
Larry Delacruz, 5, 4, 2, 5
Christopher Perez, 30, 2, 1, 4
Ian Williams, 49, 2, 4, 5
Keith Brown, 37, 5, 2, 4
